edge_type_id target_query source_query dynamics_params target_sections distance_range model_template syn_weight delay
100 pop_name=='Exc' pop_name=='bgnoisevirtExt' PING_ExcToExc.json ['soma'] "[0.0, 999.9]" exp2syn 0.03 0
